Marvin Bagley III,21,SAC,PF,43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,14.1,baglema01
Joe Harris,29,BRK,SF,69,65,31,5.2,10.2,0.505,3.1,6.4,0.475,2.1,3.8,0.555,0.7,0.9,0.778,0.6,3,3.6,1.9,0.7,0.2,0.9,14.1,harrijo01
Luguentz Dort,21,OKC,SG,52,52,29.7,4.8,12.3,0.387,2.2,6.3,0.343,2.6,6,0.432,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,14,dortlu01
Rui Hachimura,22,WAS,PF,57,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9,0.519,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,13.8,hachiru01
Darius Bazley,20,OKC,PF,55,55,31.2,5,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,13.7,bazleda01
Chris Boucher,28,TOR,C,60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,2.5,3.2,0.788,2,4.8,6.7,1.1,0.6,1.9,0.8,13.6,bouchch01
Lauri Markkanen,23,CHI,PF,51,26,25.8,4.9,10.2,0.48,2.3,5.8,0.402,2.6,4.4,0.582,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1,13.6,markkla01
Doug McDermott,29,IND,PF,66,29,24.5,5.4,10.1,0.532,1.7,4.3,0.388,3.7,5.7,0.641,1.2,1.5,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,13.6,mcderdo01
Kelly Olynyk,29,2TM,PF,70,62,28.5,4.8,10,0.484,1.8,5.3,0.342,3,4.7,0.641,2.1,2.5,0.829,1.2,5.7,7,2.9,1.1,0.6,1.8,13.5,olynyke01
Kelly Olynyk,29,MIA,C,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2,3.1,0.639,0.7,0.9,0.775,1,5,6.1,2.1,0.9,0.6,1.3,10,olynyke01
